0.43,0.5,2,135,3,0,0,0,0,1,1
0.71,0.87,3,177,4,0,0,0,0,1,1
0.43,0.47,2,144,3,0,0,0,0,1,1
0.38,0.49,2,132,3,0,0,0,1,0,1
0.9,0.82,5,259,5,0,0,0,1,0,1
0.88,1,5,219,5,0,0,0,1,0,1
0.42,0.56,2,134,3,0,0,0,1,0,1
0.1,0.93,6,253,4,0,0,0,0,1,1
0.12,1,3,278,4,0,0,0,0,1,1
0.43,0.47,2,135,3,0,0,0,1,0,1
0.4,0.46,2,130,3,0,0,0,1,0,1
0.88,0.99,5,262,6,0,0,0,1,0,1
0.11,0.84,7,264,4,0,0,0,0,1,1
0.74,0.92,4,261,5,0,0,0,0,1,1
0.45,0.54,2,129,3,0,0,0,0,1,1
0.64,0.9,6,252,2,0,0,0,1,0,1
0.91,1,5,244,6,0,0,0,1,0,1
0.8,1,5,260,5,0,0,0,1,0,1
0.46,0.45,2,138,3,0,1,0,1,0,1
0.1,0.93,6,269,4,0,0,0,1,0,1
0.79,0.94,5,227,6,0,0,0,0,1,1
0.79,0.9,5,263,5,0,0,0,0,1,1
0.41,0.47,2,154,3,0,0,0,1,0,1
0.38,0.5,2,153,3,0,0,0,0,1,1
0.11,0.77,7,273,4,0,0,0,1,0,1
0.11,0.82,6,304,4,1,0,0,1,0,1
0.38,0.55,2,145,3,0,0,0,1,0,1
0.11,0.85,6,267,4,0,0,0,0,1,1
0.87,0.9,4,256,5,0,0,1,0,0,1
0.36,0.47,2,136,3,0,0,0,1,0,1
0.09,0.79,6,276,4,0,0,0,0,1,1
0.44,0.46,2,157,3,0,0,0,0,1,1
0.43,0.45,2,140,3,0,0,0,1,0,1
0.83,1,5,263,5,0,0,0,0,1,1
0.4,0.48,2,142,3,0,0,0,1,0,1
0.42,0.5,2,155,3,0,0,0,1,0,1
0.09,0.86,6,297,4,0,0,0,1,0,1
0.84,0.89,4,245,5,1,0,0,0,1,1
0.4,0.45,2,140,3,0,0,0,1,0,1
0.37,0.53,2,147,3,0,0,0,1,0,1
0.9,0.84,5,221,5,0,0,0,1,0,1
0.11,0.86,6,299,4,1,0,0,1,0,1
0.84,0.86,5,240,5,0,0,0,0,1,1
0.46,0.46,2,140,3,0,0,0,1,0,1
0.11,0.85,6,295,4,0,0,0,1,0,1
0.09,0.87,6,266,4,0,0,0,0,1,1
0.43,0.52,2,156,3,0,0,0,0,1,1
0.11,0.87,6,254,4,0,0,0,1,0,1
0.45,0.52,2,147,3,0,0,0,1,0,1
0.37,0.46,2,157,3,0,0,0,0,1,1
0.83,0.98,4,249,5,0,0,0,1,0,1
0.39,0.52,2,148,3,1,0,0,1,0,1
0.1,0.96,6,274,4,0,0,0,1,0,1
0.4,0.48,2,132,3,0,0,0,1,0,1
0.89,1,4,217,5,0,0,0,0,1,1
0.36,0.49,2,133,3,0,0,0,0,1,1
0.42,0.46,2,135,3,0,0,0,1,0,1
0.11,0.86,6,245,4,0,0,0,1,0,1
0.37,0.46,2,130,3,1,0,0,0,1,1
0.79,0.96,4,257,5,0,0,0,0,1,1
0.44,0.55,2,156,3,0,0,0,0,1,1
0.44,0.52,2,141,3,0,0,0,1,0,1
0.1,0.94,7,264,4,0,0,0,0,1,1
0.76,0.98,5,217,6,0,0,0,0,1,1
0.37,0.49,2,148,3,0,0,0,1,0,1
0.1,0.97,6,280,4,0,0,0,1,0,1
0.72,0.84,5,257,5,0,0,0,0,1,1
0.4,0.56,2,148,3,0,0,0,0,1,1
0.53,0.76,5,132,6,0,0,0,1,0,1
0.36,0.5,2,131,3,0,0,0,0,1,1
0.36,0.48,2,152,3,0,0,0,0,1,1
0.76,1,4,220,6,0,0,0,0,1,1
0.15,0.63,7,229,3,0,0,0,1,0,1
0.76,0.6,4,177,2,0,0,0,1,0,0
0.85,0.6,3,182,3,0,0,0,0,1,0
0.93,0.53,5,198,3,0,0,0,1,0,0
0.98,0.55,4,255,2,0,0,0,1,0,0
0.9,0.92,3,152,3,0,0,0,1,0,0
0.96,0.67,6,190,3,0,0,0,1,0,0
0.64,0.53,4,163,3,0,0,0,0,1,0
0.86,0.58,3,151,2,0,0,0,1,0,0
0.91,0.56,4,158,3,0,0,0,0,1,0
0.53,0.67,4,238,2,0,0,0,0,1,0
0.52,0.57,3,150,3,0,0,0,1,0,0
0.88,0.6,4,224,2,0,0,0,1,0,0
0.97,0.8,3,169,3,0,0,0,1,0,0
0.89,0.67,3,226,3,0,0,0,0,1,0
0.83,0.56,4,165,2,0,0,0,1,0,0
0.92,0.84,5,264,3,0,0,0,0,1,0
0.87,0.5,3,269,3,0,0,0,0,1,0
0.5,0.95,5,194,3,0,0,0,1,0,0
0.59,0.47,3,143,2,0,0,0,0,1,0
0.22,0.52,5,147,5,1,0,0,1,0,0
0.86,0.86,3,155,4,0,0,0,1,0,0
0.69,0.9,2,155,2,0,0,0,1,0,0
0.67,0.7,5,159,3,1,0,0,0,1,0
0.98,0.96,5,139,3,0,0,0,0,1,0
0.84,0.85,3,153,4,0,0,0,1,0,0
0.73,0.93,5,167,3,0,0,0,1,0,0
0.83,0.79,4,143,3,0,0,0,1,0,0
0.48,0.54,2,144,3,0,0,0,1,0,0
0.96,0.82,4,274,3,0,0,0,0,1,0
0.45,0.39,2,167,3,0,0,0,0,1,0
0.12,0.93,6,257,6,1,0,0,1,0,0
