0.37,0.52,2,159,3,0,0,0,1,0,1
0.46,0.57,2,139,3,0,0,0,1,0,1
0.41,0.46,2,128,3,0,0,0,1,0,1
0.38,0.46,2,137,3,0,0,0,1,0,1
0.1,0.8,7,281,4,0,0,0,1,0,1
0.43,0.54,2,153,3,0,0,0,0,1,1
0.45,0.49,2,149,3,0,0,1,0,0,1
0.43,0.56,2,157,3,0,0,0,1,0,1
0.4,0.5,2,130,3,0,0,0,1,0,1
0.46,0.55,2,129,3,0,0,0,1,0,1
0.38,0.52,2,154,3,0,0,0,0,1,1
0.42,0.46,2,150,3,0,0,0,0,1,1
0.4,0.49,2,155,3,0,0,0,0,1,1
0.37,0.48,2,137,3,0,0,0,0,1,1
0.37,0.57,2,133,3,0,0,0,1,0,1
0.75,1,4,216,6,0,0,0,1,0,1
0.1,0.83,6,292,4,0,0,0,1,0,1
0.44,0.51,2,138,3,0,0,0,1,0,1
0.11,0.8,6,256,4,0,0,0,1,0,1
0.39,0.48,2,160,3,0,0,0,1,0,1
0.83,1,5,240,5,0,0,0,1,0,1
0.45,0.45,2,132,3,0,0,0,1,0,1
0.54,0.74,4,164,2,0,0,0,1,0,1
0.38,0.5,2,140,3,0,0,0,0,1,1
0.11,0.85,6,308,5,0,0,0,0,1,1
0.76,1,5,219,5,0,0,0,1,0,1
0.38,0.52,2,153,3,0,0,0,1,0,1
0.36,0.51,2,155,3,0,0,0,1,0,1
0.36,0.48,2,158,3,0,0,0,1,0,1
0.37,0.51,2,153,3,0,0,0,1,0,1
0.48,0.57,4,270,4,0,0,0,1,0,1
0.4,0.53,2,151,3,0,0,0,1,0,1
0.11,0.84,6,287,4,0,0,0,0,1,1
0.82,0.81,4,233,4,1,0,0,1,0,1
0.1,0.93,6,289,4,1,0,0,1,0,1
0.11,0.79,6,292,4,0,1,0,1,0,1
0.4,0.46,2,128,3,0,0,0,1,0,1
0.12,1,3,278,4,0,0,0,0,1,1
0.45,0.47,2,135,3,0,0,0,0,1,1
0.1,0.93,7,305,4,0,0,0,0,1,1
0.11,0.94,6,276,4,0,0,0,1,0,1
0.4,0.46,2,130,3,0,0,0,1,0,1
0.9,1,5,232,5,0,0,0,0,1,1
0.41,0.56,2,143,3,0,0,0,0,1,1
0.37,0.52,2,155,3,0,0,0,0,1,1
0.48,0.93,3,219,6,0,0,0,1,0,1
0.41,0.55,2,154,3,0,0,0,1,0,1
0.09,0.91,6,275,4,0,0,0,1,0,1
0.36,0.51,2,135,3,0,0,0,1,0,1
0.77,0.93,4,231,5,0,0,0,0,1,1
0.76,0.92,4,246,5,0,0,0,1,0,1
0.91,0.92,4,246,5,0,0,0,1,0,1
0.41,0.48,2,139,3,0,0,0,1,0,1
0.43,0.49,2,135,3,0,0,0,0,1,1
0.8,0.85,4,273,5,0,0,0,1,0,1
0.38,0.49,2,135,3,0,0,0,1,0,1
0.1,0.83,7,276,4,0,0,0,1,0,1
0.66,0.57,5,161,5,0,0,1,0,0,1
0.11,0.87,7,282,5,0,0,0,1,0,1
0.78,0.83,4,217,6,0,0,0,0,1,1
0.38,0.55,2,158,3,0,0,0,1,0,1
0.53,0.85,2,164,5,0,0,0,1,0,1
0.83,0.96,5,275,5,0,0,0,1,0,1
0.87,0.94,4,274,5,0,0,0,1,0,1
0.09,0.8,6,301,5,0,0,0,0,1,1
0.43,0.49,2,135,3,0,0,0,0,1,1
0.78,1,5,236,5,0,0,0,0,1,1
0.37,0.47,2,149,3,0,0,0,1,0,1
0.43,0.57,2,157,3,0,0,0,1,0,1
0.11,0.8,7,296,4,0,0,0,1,0,1
0.79,0.58,3,294,4,0,0,0,1,0,1
0.39,0.49,2,129,3,0,0,0,0,1,1
0.57,0.72,4,275,6,0,0,0,0,1,1
0.1,0.88,7,267,4,0,0,0,0,1,1
0.83,0.95,4,251,5,0,0,0,0,1,1
0.8,0.75,3,268,2,0,0,0,0,1,1
0.38,0.5,2,140,3,0,0,0,1,0,1
0.72,0.85,5,244,6,0,0,0,1,0,1
0.45,0.54,2,129,3,0,0,0,0,1,1
0.39,0.45,2,134,3,0,0,0,0,1,1
0.43,0.55,2,130,3,0,0,1,0,0,1
0.77,0.91,5,221,6,0,0,0,0,1,1
0.75,0.85,5,267,5,0,0,0,1,0,1
0.42,1,3,202,3,0,0,0,0,1,1
0.78,0.71,3,249,5,0,0,0,0,1,1
0.45,0.54,2,152,3,0,0,0,1,0,1
0.09,0.83,6,282,4,0,0,0,0,1,1
0.79,0.94,4,232,5,0,0,0,0,1,1
0.42,0.56,2,143,3,0,0,0,0,1,1
0.1,0.89,7,291,4,0,0,0,0,1,1
0.09,0.87,3,214,2,0,0,0,0,1,1
0.1,0.83,6,300,4,0,0,0,0,1,1
0.1,0.86,6,309,4,0,0,0,0,1,1
0.11,0.93,6,294,4,0,0,0,0,1,1
0.11,0.9,7,247,4,0,0,0,0,1,1
0.72,1,4,245,5,0,0,0,1,0,1
0.39,0.46,2,156,3,0,0,0,1,0,1
0.91,0.89,4,247,5,0,0,0,1,0,1
0.43,0.54,2,150,3,0,0,0,1,0,1
0.91,0.97,4,251,6,0,0,0,1,0,1
0.11,0.93,7,284,4,0,0,0,1,0,1
0.89,1,4,260,5,0,0,0,1,0,1
0.36,0.56,2,138,3,0,0,0,0,1,1
0.11,0.85,6,299,4,0,0,0,0,1,1
0.87,0.94,4,260,5,0,0,0,1,0,1
0.78,1,5,220,5,0,0,0,1,0,1
0.11,0.83,6,295,4,0,0,0,0,1,1
0.75,0.86,5,237,5,0,0,1,0,0,1
0.74,0.99,4,276,5,0,0,0,1,0,1
0.79,0.98,4,271,5,0,0,0,1,0,1
0.42,0.52,2,151,3,0,0,0,0,1,1
0.92,0.92,4,245,5,0,0,0,1,0,1
0.81,1,5,235,5,0,0,0,1,0,1
0.46,0.53,2,143,3,1,0,0,1,0,1
